epoch;f1;loss;val_f1;val_loss
0;0.31716039776802063;0.6896964311599731;0.41632288694381714;0.5872849225997925
1;0.46590957045555115;0.536953866481781;0.4932147264480591;0.5060849189758301
2;0.5249091386795044;0.4760282337665558;0.536005437374115;0.4626964330673218
3;0.5602716207504272;0.43993979692459106;0.5631781816482544;0.43563464283943176
4;0.5800800919532776;0.42011138796806335;0.5724813938140869;0.42589905858039856
5;0.5923330187797546;0.4080200791358948;0.5808799266815186;0.41782617568969727
6;0.6029946804046631;0.39707162976264954;0.5913943648338318;0.40636906027793884
7;0.6138139367103577;0.3858601450920105;0.6035222411155701;0.3949087858200073
8;0.6263204216957092;0.3736426830291748;0.6103194355964661;0.3877941071987152
9;0.6264947056770325;0.37326163053512573;0.6165840029716492;0.3819763660430908
10;0.6390966176986694;0.36070093512535095;0.6303471326828003;0.3680400550365448
11;0.6523561477661133;0.3473816514015198;0.6328315138816833;0.36548104882240295
12;0.655908465385437;0.34403863549232483;0.6340087652206421;0.36420369148254395
13;0.6569621562957764;0.3429456949234009;0.6380876302719116;0.36045828461647034
14;0.6708277463912964;0.3290806710720062;0.6372537612915039;0.36120104789733887
15;0.6672570705413818;0.3325665593147278;0.6440436244010925;0.35418587923049927
16;0.6700102090835571;0.3298580050468445;0.6476859450340271;0.3500412702560425
17;0.6790338754653931;0.32064518332481384;0.6545736789703369;0.3438810408115387
18;0.6814107894897461;0.31827205419540405;0.6595964431762695;0.33876124024391174
19;0.6850458979606628;0.31475216150283813;0.6588384509086609;0.33913129568099976
20;0.6908681392669678;0.30908986926078796;0.661923885345459;0.33671849966049194
21;0.6877138614654541;0.31197455525398254;0.6559560298919678;0.3419492244720459
22;0.6927180290222168;0.30729809403419495;0.6641353964805603;0.3343636095523834
23;0.6924796104431152;0.3074384927749634;0.6633913516998291;0.3349999785423279
24;0.6986700296401978;0.30120664834976196;0.6689530611038208;0.3291286826133728
25;0.7010728120803833;0.298663467168808;0.6694408059120178;0.32895004749298096
26;0.698988676071167;0.3008016347885132;0.6724931597709656;0.32578980922698975
27;0.7041361331939697;0.2956710457801819;0.668182909488678;0.33032456040382385
28;0.7062938213348389;0.2933673560619354;0.6673668622970581;0.331095427274704
29;0.7061752080917358;0.29355472326278687;0.6784511804580688;0.3197250962257385
30;0.7036121487617493;0.2961764335632324;0.6769654750823975;0.3210735619068146
31;0.7085551619529724;0.29138994216918945;0.6790112257003784;0.31947562098503113
32;0.7089723348617554;0.2907332479953766;0.6788073182106018;0.3195266127586365
33;0.7134006023406982;0.2864764928817749;0.6756500601768494;0.32238200306892395
34;0.7135021090507507;0.28616175055503845;0.6780908107757568;0.3197290897369385
35;0.7239114046096802;0.27589067816734314;0.6785945296287537;0.3196832239627838
36;0.7141124606132507;0.28566452860832214;0.6753160357475281;0.32292184233665466
37;0.7166102528572083;0.28305286169052124;0.6802091598510742;0.3181094825267792
38;0.7178609371185303;0.28203898668289185;0.6772335767745972;0.32080456614494324
39;0.7209028601646423;0.2789762020111084;0.6720545887947083;0.32629474997520447
40;0.7222658395767212;0.27756643295288086;0.6813137531280518;0.3166191577911377
41;0.7193043828010559;0.2807004749774933;0.6846175789833069;0.31324926018714905
42;0.7190648913383484;0.2807005047798157;0.6822377443313599;0.31603777408599854
43;0.7280205488204956;0.2717103362083435;0.684360682964325;0.3136952817440033
44;0.7186474204063416;0.2811931371688843;0.6785467267036438;0.31987136602401733
45;0.7185591459274292;0.28135138750076294;0.6791935563087463;0.3191647231578827
46;0.7291579842567444;0.2707092761993408;0.6770329475402832;0.32115185260772705
