epoch;f1;loss;val_f1;val_loss
0;0.07842396944761276;0.9354809522628784;0.08749881386756897;0.9194337725639343
1;0.08698957413434982;0.9204232692718506;0.04424401745200157;0.9625795483589172
2;0.03593076393008232;0.9684393405914307;7.943406671984121e-06;1.00005304813385
3;0.00807405635714531;0.9926945567131042;0.0023985737934708595;0.9976250529289246
4;0.002100710989907384;0.9979142546653748;0.0;1.0000132322311401
5;0.0016532734734937549;0.9983575344085693;0.0023905618581920862;0.9976247549057007
6;0.004055700730532408;0.9959627389907837;0.0062691830098629;0.9937776923179626
7;0.009141725488007069;0.9908721446990967;0.004779453855007887;0.9953060150146484
8;0.01182811614125967;0.9881869554519653;0.012881197966635227;0.9871358275413513
9;0.011162198148667812;0.9888630509376526;0.01527258288115263;0.9847533702850342
10;0.017366256564855576;0.982876181602478;0.021642612293362617;0.9796889424324036
11;0.0029868818819522858;0.9974910616874695;7.986639502632897e-06;1.000032663345337
12;0.013041485100984573;0.9876102805137634;0.03593694418668747;0.9663878083229065
13;0.024761619046330452;0.9775398969650269;0.013733239844441414;0.9890357255935669
14;0.01661175675690174;0.984748363494873;0.0032694728579372168;0.9980964064598083
15;0.009498926810920238;0.9914255142211914;1.4826293408987112e-05;1.0007964372634888
16;0.0008849043515510857;0.9992905259132385;7.954627108119894e-06;1.0000052452087402
17;9.024905011756346e-06;1.0000020265579224;0.0;1.000017762184143
18;0.0;1.0000054836273193;7.953715794428717e-06;1.0000052452087402
19;0.00029582498245872557;0.9997539520263672;7.954416105349082e-06;1.0000052452087402
20;0.0;1.0000057220458984;7.95444520917954e-06;1.0000052452087402
