epoch;f1;loss;val_f1;val_loss
0;0.45799708366394043;0.5456435084342957;0.4781179428100586;0.5229803919792175
1;0.5605143904685974;0.4397549033164978;0.5735342502593994;0.4265821874141693
2;0.6026623845100403;0.3973008990287781;0.5799684524536133;0.42000916600227356
3;0.6198561787605286;0.3803814947605133;0.6099724173545837;0.38990533351898193
4;0.6480241417884827;0.3519386053085327;0.6027806401252747;0.3969058692455292
5;0.667793333530426;0.3319160044193268;0.5956674814224243;0.4041438400745392
6;0.6766078472137451;0.3232154846191406;0.6161578297615051;0.38345640897750854
7;0.6866675019264221;0.3130972981452942;0.6256275177001953;0.37400752305984497
8;0.6903399229049683;0.3093828856945038;0.6247817873954773;0.3745249807834625
9;0.6979620456695557;0.3018191158771515;0.6214855313301086;0.37818199396133423
10;0.709646463394165;0.29009705781936646;0.6105821132659912;0.3890209197998047
11;0.7083674669265747;0.2913292944431305;0.6106568574905396;0.3891691267490387
12;0.7157570719718933;0.28393933176994324;0.6162768602371216;0.38341233134269714
13;0.7143102288246155;0.28535395860671997;0.6310198307037354;0.368204802274704
14;0.7161933779716492;0.2833995223045349;0.6219252943992615;0.3778379261493683
15;0.7209093570709229;0.2787751853466034;0.6434531807899475;0.35637664794921875
16;0.7264220714569092;0.2735481560230255;0.6258734464645386;0.37353605031967163
17;0.7257857918739319;0.27404510974884033;0.6301519274711609;0.3693258762359619
18;0.7281221747398376;0.27158668637275696;0.6246243119239807;0.3752072751522064
19;0.7338846325874329;0.26580575108528137;0.6275290846824646;0.3722057342529297
20;0.7282238602638245;0.27139824628829956;0.6260590553283691;0.3738076388835907
21;0.7365742325782776;0.2630084455013275;0.6278149485588074;0.37182334065437317
22;0.734032154083252;0.2656133472919464;0.6025016903877258;0.3972276747226715
23;0.7343118786811829;0.2654552459716797;0.6367524862289429;0.36290478706359863
24;0.7497379779815674;0.24982239305973053;0.6091741323471069;0.39057883620262146
25;0.7378423810005188;0.2619783878326416;0.6395463347434998;0.3600162863731384
26;0.7449864149093628;0.2547028064727783;0.6119560599327087;0.38802626729011536
27;0.74700927734375;0.25260433554649353;0.6331227421760559;0.36658409237861633
28;0.7506422400474548;0.2491435557603836;0.6343085169792175;0.36538878083229065
29;0.7499148845672607;0.2496163696050644;0.6171854138374329;0.3825090825557709
30;0.7440553903579712;0.2555418908596039;0.6374396085739136;0.36232516169548035
31;0.7469733953475952;0.25264397263526917;0.6263907551765442;0.3733343780040741
32;0.7454424500465393;0.2542617619037628;0.6286714673042297;0.37109580636024475
33;0.7427082061767578;0.2570188641548157;0.6292229294776917;0.37044697999954224
34;0.7532991766929626;0.24651435017585754;0.6135286688804626;0.38624048233032227
35;0.754672646522522;0.24499553442001343;0.6128571629524231;0.38689133524894714
