epoch;accuracy;loss;val_accuracy;val_loss
61;0.5692904591560364;1.3139359951019287;0.5261881947517395;1.5102548599243164
62;0.5686668753623962;1.311669945716858;0.5302295684814453;1.5157004594802856
63;0.5697755217552185;1.3088237047195435;0.5274814367294312;1.5113508701324463
64;0.5697062015533447;1.3080222606658936;0.5289363265037537;1.5092014074325562
65;0.5704684257507324;1.3058394193649292;0.5274814367294312;1.5142970085144043
66;0.568874716758728;1.303787350654602;0.5250566005706787;1.515001893043518
67;0.5682511329650879;1.3036212921142578;0.5261881947517395;1.5196335315704346
68;0.5704684257507324;1.3006540536880493;0.5274814367294312;1.5186184644699097
69;0.5719234943389893;1.2985318899154663;0.5266731381416321;1.521057367324829
70;0.572062075138092;1.2975765466690063;0.5250566005706787;1.520920991897583
71;0.572062075138092;1.2955752611160278;0.5286129713058472;1.5241450071334839
72;0.5701219439506531;1.2933108806610107;0.5248949527740479;1.52482008934021
73;0.5734478831291199;1.2910369634628296;0.5231167078018188;1.5265262126922607
74;0.574002206325531;1.2908941507339478;0.5284513235092163;1.5208486318588257
75;0.5744179487228394;1.288016676902771;0.5255415439605713;1.5275917053222656
76;0.5733093023300171;1.2871040105819702;0.5289363265037537;1.5290757417678833
77;0.5742101073265076;1.2861096858978271;0.5289363265037537;1.5274137258529663
78;0.5753187537193298;1.2841205596923828;0.5261881947517395;1.531899333000183
79;0.573932945728302;1.281679391860962;0.5290979743003845;1.531643271446228
80;0.5755265951156616;1.2809587717056274;0.5232783555984497;1.5350754261016846
81;0.573932945728302;1.2797133922576904;0.5269964337348938;1.534459114074707
82;0.5764274001121521;1.2770323753356934;0.5221467614173889;1.5393414497375488
83;0.575249433517456;1.2771817445755005;0.5268347859382629;1.5373167991638184
84;0.5769124031066895;1.2746515274047852;0.5244099497795105;1.545400857925415
85;0.5760116577148438;1.2732101678848267;0.5232783555984497;1.5443683862686157
86;0.575873076915741;1.2713602781295776;0.5263498425483704;1.5444812774658203
87;0.5767045617103577;1.2706514596939087;0.5205302238464355;1.545436978340149
88;0.5780210494995117;1.2688344717025757;0.5279663801193237;1.5431153774261475
89;0.5788525342941284;1.266534686088562;0.5221467614173889;1.546545386314392
90;0.5774667263031006;1.2657020092010498;0.5261881947517395;1.5453224182128906
91;0.5802383422851562;1.264444351196289;0.5245715975761414;1.548731803894043
92;0.5812777280807495;1.2624651193618774;0.5198836326599121;1.5572700500488281
93;0.5804462432861328;1.262294888496399;0.5197219252586365;1.5579861402511597
94;0.5804462432861328;1.2598259449005127;0.5205302238464355;1.5514425039291382
95;0.5817627310752869;1.2593512535095215;0.5253798961639404;1.554850459098816
96;0.5800305008888245;1.2581429481506348;0.5239250063896179;1.5554436445236206
97;0.5809312462806702;1.2562788724899292;0.5231167078018188;1.559963345527649
98;0.5809312462806702;1.2549517154693604;0.5234400033950806;1.5579224824905396
