epoch;accuracy;loss;val_accuracy;val_loss
0;0.2876940071582794;2.306828260421753;0.38490140438079834;1.8958252668380737
1;0.41151607036590576;1.7709321975708008;0.4626576006412506;1.6734422445297241
2;0.49383315443992615;1.6261661052703857;0.4991917312145233;1.5841038227081299
3;0.5131651759147644;1.5530388355255127;0.5082443952560425;1.5444989204406738
4;0.5253602862358093;1.513459324836731;0.5253798961639404;1.515371322631836
0;0.24715909361839294;2.3381552696228027;0.3779502213001251;1.8984065055847168
1;0.4219789505004883;1.772405743598938;0.47866150736808777;1.6767102479934692
2;0.4911308288574219;1.627011775970459;0.4974135160446167;1.58774995803833
3;0.5122644305229187;1.548545002937317;0.5121241807937622;1.538967251777649
4;0.5254988670349121;1.5080393552780151;0.5266731381416321;1.509996771812439
5;0.5345066785812378;1.4827167987823486;0.5253798961639404;1.4963645935058594
6;0.5380404591560364;1.4690359830856323;0.5231167078018188;1.4962562322616577
7;0.539564847946167;1.459764003753662;0.5282896757125854;1.4955041408538818
8;0.5412971377372742;1.4529296159744263;0.5326544046401978;1.4767602682113647
9;0.5419900417327881;1.4443886280059814;0.5300679206848145;1.4795558452606201
10;0.5432372689247131;1.4409202337265015;0.5329777002334595;1.4760750532150269
11;0.5440687537193298;1.435794711112976;0.5358874797821045;1.4716373682022095
12;0.5461474657058716;1.430661678314209;0.5292596220970154;1.4771718978881836
13;0.5461474657058716;1.4268062114715576;0.5269964337348938;1.476905107498169
14;0.543930172920227;1.4229592084884644;0.5299062132835388;1.4816590547561646
15;0.5460781455039978;1.4194538593292236;0.5323310494422913;1.4717001914978027
16;0.5488497614860535;1.4154239892959595;0.5318461060523987;1.4762855768203735
17;0.5464938879013062;1.4117382764816284;0.5311994552612305;1.4755518436431885
18;0.54905766248703;1.410055160522461;0.5328160524368286;1.4721226692199707
19;0.549126923084259;1.4074269533157349;0.5308761596679688;1.4777657985687256
20;0.5498891472816467;1.4043939113616943;0.5290979743003845;1.4762425422668457
21;0.5503048896789551;1.4020419120788574;0.5284513235092163;1.4817266464233398
22;0.5512056350708008;1.3993297815322876;0.5320077538490295;1.4749058485031128
23;0.5502355694770813;1.3947834968566895;0.5290979743003845;1.4813212156295776
24;0.5500277280807495;1.39341402053833;0.5290979743003845;1.4782161712646484
25;0.552937924861908;1.3912609815597534;0.527643084526062;1.4809361696243286
26;0.5526607632637024;1.3887537717819214;0.5328160524368286;1.4808846712112427
27;0.5521757006645203;1.3862754106521606;0.5316844582557678;1.4765692949295044
28;0.5534229278564453;1.3833508491516113;0.535240888595581;1.4795101881027222
29;0.5537000894546509;1.3795334100723267;0.5333009958267212;1.483466625213623
30;0.5555709600448608;1.3780919313430786;0.5324926972389221;1.4799679517745972
31;0.5553630590438843;1.3766300678253174;0.5339476466178894;1.4805601835250854
32;0.5553630590438843;1.3733336925506592;0.5336242914199829;1.479500412940979
33;0.5570260286331177;1.37143874168396;0.5331393480300903;1.4823970794677734
34;0.5577882528305054;1.367948055267334;0.5313611626625061;1.4852054119110107
35;0.5558481216430664;1.365829348564148;0.5318461060523987;1.482576608657837
36;0.5572339296340942;1.363925576210022;0.5302295684814453;1.4870373010635376
37;0.5589661598205566;1.3620843887329102;0.5289363265037537;1.4860444068908691
38;0.5583425760269165;1.3602441549301147;0.5281280279159546;1.488667607307434
39;0.5576496720314026;1.3580149412155151;0.5347558856010437;1.4886270761489868
40;0.5589661598205566;1.3557450771331787;0.5300679206848145;1.4900057315826416
41;0.5604212880134583;1.3527286052703857;0.5308761596679688;1.4885655641555786
42;0.5604212880134583;1.3514361381530762;0.5303912162780762;1.4887725114822388
43;0.5615299344062805;1.3493355512619019;0.5307145118713379;1.4905307292938232
44;0.5611141920089722;1.3482722043991089;0.5326544046401978;1.489834189414978
45;0.5627079010009766;1.344585657119751;0.5331393480300903;1.4932326078414917
46;0.5638165473937988;1.3424553871154785;0.5250566005706787;1.4953469038009644
47;0.5622920989990234;1.3418065309524536;0.5266731381416321;1.4931023120880127
48;0.5632622241973877;1.3378758430480957;0.5300679206848145;1.4939030408859253
49;0.565618097782135;1.3364895582199097;0.5299062132835388;1.4990668296813965
50;0.5652716159820557;1.3345624208450317;0.5310378074645996;1.4930837154388428
51;0.5649944543838501;1.331847071647644;0.5287746787071228;1.4963117837905884
52;0.5635393857955933;1.33022940158844;0.5282896757125854;1.500846028327942
53;0.5638165473937988;1.3285799026489258;0.531522810459137;1.5007678270339966
54;0.5678353905677795;1.3258144855499268;0.5239250063896179;1.5055721998214722
55;0.5639551281929016;1.3238462209701538;0.525864839553833;1.5068763494491577
56;0.5670039057731628;1.3236926794052124;0.527643084526062;1.5044747591018677
57;0.5670039057731628;1.320982813835144;0.5265114903450012;1.5052084922790527
58;0.5674196481704712;1.319145679473877;0.5290979743003845;1.5078469514846802
59;0.5663110017776489;1.3174344301223755;0.529744565486908;1.505068302154541
60;0.567627489566803;1.3160738945007324;0.5239250063896179;1.5108026266098022
